מזהה,סוג פרק,שם הדמות/הנושא,שנים/תקופה,אזור/מרחב,תקופה,תחום עיקרי,תגיות,תקציר (2–3 שורות),רעיון מרכזי/חידוש,דמויות/השפעות קשורות,קישור ספוטיפיי
356,טקסט יסוד,מחזור ויטרי,1105 בקירוב,צרפת,ראשונים,ליטורגיה והלכה,"מחזור ויטרי, רבנו שמחה מוויטרי","אנציקלופדיה הלכתית וליטורגית מבית מדרשו של רש״י, המשמרת את נוסח צרפת ומסורות אשכנז הקדומות.","חיבור בין תפילה, הלכה, אגדה וחיי קהילה.","רש״י, בעלי התוספות",https://open.spotify.com/episode/6xiWssuJyV4GypDbnlCpl0
357,דמות,רבי יצחק בן אשר הלוי (ריב״א הראשון),המאה ה־11,אשכנז,ראשונים,תלמוד והלכה,"ריב״א, בעלי התוספות","מראשי חכמי אשכנז ומייסדי שיטת בעלי התוספות, שפיתח את הלימוד הדיאלקטי וההשוואתי.",חיפוש הרמוניה בין סוגיות באמצעות ניתוח לוגי.,"רש״י, הראב״ן",https://open.spotify.com/episode/0Mz2W0BVeqiMBdoN55MrM3
358,דמות,רבי מאיר בן שמואל מרמרו,1060–1135,צרפת,ראשונים,תלמוד והלכה,"אבי הרבנים, תוספות","חתנו של רש״י וממעצבי המתודה התוספתית, שראה את הש״ס כמערכת רעיונית אחת.",דיאלקטיקה ויישוב סתירות כמפתח להבנת התלמוד.,"רש״י, רבנו תם",https://open.spotify.com/episode/3112BV2vntKp6ZDRAWMYIe
359,דמות,הרב אפרים מקלעת־חמאד,1050–1150 בקירוב,צפון אפריקה,ראשונים,הלכה ולשון,תלמיד חבר של הרי״ף,"חכם צפון אפריקאי ששילב דיוק פילולוגי עם פסיקה, והשפעתו נטמעה בתוך נוסחי הרי״ף.",קדושת התורה תלויה גם בדיוק המילה והנוסח.,"הרי״ף, רבי שלמה אבן פרחון",https://open.spotify.com/episode/5teJp1U9ghLdy4CXNAusRN
360,דמות,המהר״י מינץ,1405–1508,גרמניה ואיטליה,אחרונים,הלכה והנהגה,שו״ת מהר״י מינץ,"מגדולי פוסקי איטליה בתקופת הרנסנס, ששילב שמרנות הלכתית עם התמודדות מעשית עם אתגרי התקופה.",שמירה על המסורת תוך מענה למציאות משתנה.,"הרמ״א, מהר״ם פאדובה",https://open.spotify.com/episode/2UFLK856gB3r5MDYUiO2mV
361,דמות,מהר״י ברונא,1400–1480 בקירוב,מוראביה וגרמניה,אחרונים,הלכה ושו״ת,שו״ת מהר״י ברונא,"מגדולי פוסקי אשכנז במאה ה־15, שסמכותו השפיעה ישירות על פסיקת הרמ״א.",חוסן רוחני ושימור המסורת בתנאי רדיפה.,"תרומת הדשן, הרמ״א",https://open.spotify.com/episode/675qg10QyWmdYgW9TyQyUB
362,דמות,רבי שמריה משפירא,המאה ה־12,גרמניה,ראשונים,"תלמוד, תוספות וליטורגיה","בעלי התוספות, ספר נוסח הברכות",מראשוני בעלי התוספות באשכנז וממעצבי שיטת הלימוד הדיאלקטית בקהילות שו״ם.,יצירתיות למדנית מתוך נאמנות למסורת.,"ריב״א, רבנו תם",https://open.spotify.com/episode/30fXDBvnqGwwpGM9TOLv4b
363,דמות,רבנו יהודה בן ברזילי הברצלוני,המאה ה־11–12,ספרד,ראשונים,הלכה ומחשבה,"ספר העתים, הנשיא","מגדולי חכמי ספרד וממשמרי מסורת הגאונים, מחבר קודקסים הלכתיים רחבי היקף.",שימור מסורת כבסיס לחידוש.,"הרמב״ן, הראב״ד",https://open.spotify.com/episode/0uroeWWeUqiYdTgvlJT7eo
364,טקסט יסוד,ספר הכוזרי,1139,ספרד,ראשונים,פילוסופיה יהודית,"רבי יהודה הלוי, הכוזרי","אחד מספרי היסוד של המחשבה היהודית, המציג את האמונה היהודית דרך ההיסטוריה, העם וארץ ישראל.",האמונה נשענת על זיכרון לאומי והתגלות היסטורית.,"רבי יהודה הלוי, הרב קוק",https://open.spotify.com/episode/0E55prQ6VaFsIXKSiCpDe3
365,דמות,אסתר המלכה,תקופת האימפריה הפרסית,שושן הבירה,תנ״ך,מנהיגות וגאולה,"מגילת אסתר, פורים","מנהיגת העם היהודי בגלות פרס, שפעלה בתבונה ובאומץ להצלת עמה והנחילה את חג הפורים.","מנהיגות מתוך הסתר, אחריות ואחדות.",מרדכי היהודי,https://open.spotify.com/episode/4WssFuGXzvEgr2GstxIHfx
366,דמות,הלני המלכה,המאה ה־1 לספירה,חדייב וירושלים,בית שני,"מנהיגות, חסד והלכה","חדייב, בית שני","מלכת חדייב שהתגיירה, סייעה ליהודי ירושלים ברעב ותרמה תרומות מפוארות למקדש.","חסד, ענווה ומחויבות לירושלים.","מונבז, איזטס",https://open.spotify.com/episode/5M7imLXlORpy1YE9QyPA25
367,דמות,חולדה הנביאה,המאה ה־7 לפנה״ס,ירושלים,תנ״ך,נבואה והנהגה,"יאשיהו, ספר התורה",הנביאה שאישרה את ספר התורה שנמצא במקדש והובילה את הרפורמה הרוחנית בימי יאשיהו.,סמכות רוחנית המבוססת על אמת ונבואה.,"יאשיהו, ירמיהו",https://open.spotify.com/episode/6NbBfNFBopFpH9DywPQzS1
368,דמות,הרא״ם ממיץ,המאה ה־12,צרפת ואשכנז,ראשונים,הלכה ומוסר,ספר יראים,"מגדולי בעלי התוספות ומחבר ספר יראים, שראה במצוות דרך לעיצוב אישיות האדם.",הלכה כמסלול לבניין המידות ויראת שמים.,"רבנו תם, הרוקח",https://open.spotify.com/episode/6J1axbvjzcVZFeEI2lU1IV
369,דמות,רבי יצחק בן יעקב הלבן מפראג,1120–1190 בקירוב,פראג ואשכנז,ראשונים,תלמוד ותוספות,ר״י הלבן,"מבעלי התוספות הראשונים, שחיבר בין מרכזי התורה של צרפת, אשכנז ובוהמיה.",שילוב למדנות חריפה עם פסיקה מעשית.,"רבנו תם, ריב״א",https://open.spotify.com/episode/5evpNS9R4Cq5EESziQyspA
370,דמות,רבי אליעזר בן נתן (ראב״ן),1090–1170,גרמניה,ראשונים,הלכה והיסטוריה,"אבן העזר, גזרות תתנ״ו","מגדולי חכמי אשכנז, פוסק והיסטוריון שתיעד את מסעי הצלב ובנה מחדש את חיי התורה.",שימור זיכרון היסטורי לצד בניין רוחני.,"רבנו תם, הרא״ש",https://open.spotify.com/episode/5QGbbhxhb2hremjTS5I9E8
371,דמות,אביגיל,תקופת דוד המלך,ארץ ישראל,תנ״ך,מנהיגות ונבואה,אביגיל הכרמלית,"אחת משבע הנביאות, שהצילה את דוד המלך משפיכות דמים באמצעות חכמה ותבונה.",כוחה של הנהגה מוסרית ושכנוע חכם.,דוד המלך,https://open.spotify.com/episode/685JbRdiP4dZzM9Mxg4VSd
372,דמות,ר״י הזקן מדמפייר,1115–1190,צרפת,ראשונים,תלמוד ותוספות,"רבי יצחק בן שמואל, תוספות",מגדולי בעלי התוספות ומנהיג יהדות צרפת ואשכנז לאחר רבנו תם.,התלמוד כמערכת הרמונית אחת.,"רבנו תם, אור זרוע",https://open.spotify.com/episode/6eSJxUuvK7zTeZR5ODaTfi
373,דמות,הרשב״ם,1085–1158,צרפת,ראשונים,פרשנות מקרא ותלמוד,רבי שמואל בן מאיר,"נכדו של רש״י ומגדולי בעלי התוספות, מחלוצי פרשנות הפשט למקרא.",העמקת פשוטו של מקרא לצד נאמנות לתורה שבעל פה.,"רש״י, רבנו תם",https://open.spotify.com/episode/5BCGheSFuMCKwGBnlNLHSz
374,דמות,רבי סעדיה שוראקי,1603–1704,אלג'יריה,אחרונים,"הלכה, מדע ופיוט",מונה מספר,"חכם, פוסק ומתמטיקאי שפעל בתלמסאן ושילב תורה עם ידע מדעי.","אין סתירה בין אמונה, שכל ומדע.",אנדרה שוראקי,https://open.spotify.com/episode/6NTm83GThq84iPCuaL50gA
375,דמות,רבי יהונתן הכהן מלוניל,1135–1211,פרובנס וארץ ישראל,ראשונים,הלכה ופרשנות,"מלוניל, הרי״ף, הרמב״ם",מגדולי חכמי פרובנס וממפיצי תורת הרמב״ם באירופה.,"גשר בין אשכנז, ספרד וארץ ישראל.","הרמב״ם, הרי״ף",https://open.spotify.com/episode/2PHGW9Z6HiOIHqumtWFHNl
376,דמות,הריצב״א,המאה ה־12–13,צרפת,ראשונים,"תלמוד, תוספות וסוד",רבי יצחק בן אברהם,"מבעלי התוספות המרכזיים, מגשר בין אשכנז לספרד ובעל זיקה לתורת הסוד.",שילוב בין חריפות תלמודית לעומק רוחני.,"ר״י הזקן, הרמב״ם",https://open.spotify.com/episode/0fIS5dc7OCTq1C6amM82LT
377,דמות,רבי אלעזר מגרמייזא (בעל הרוקח),1160–1238,גרמניה,ראשונים,"הלכה, מוסר וקבלה",ספר הרוקח,"מגדולי חסידי אשכנז, פוסק ומקובל שהשפיע על מנהגי התפילה וההלכה.","כוחה של תשובה, תפילה ומשמעות האותיות.","רבי יהודה החסיד, אור זרוע",https://open.spotify.com/episode/1xnTTOc3bgPDd10LUBerVb
378,דמות,שלומציון המלכה,76–67 לפנה״ס,יהודה,בית שני,מנהיגות ומדיניות,"אלכסנדרה, שמעון בן שטח","מלכת יהודה שהובילה תקופת יציבות, חיזקה את חכמי הפרושים ואת מוסדות החינוך והמשפט.",שלום פנימי מתוך עוצמה מדינית ותורנית.,"שמעון בן שטח, החשמונאים",https://open.spotify.com/episode/1K7M9BQXbRu0lrv4M2gtNu
379,דמות,חנה הנביאה,תקופת השופטים,שילה,תנ״ך,נבואה ותפילה,"שמואל הנביא, תפילת חנה",אם שמואל הנביא ומעצבת מודל התפילה האישית שעליו מבוססים דיני תפילת העמידה.,כוחה של תפילה פנימית לשנות מציאות והיסטוריה.,"שמואל הנביא, אלקנה",https://open.spotify.com/episode/2olkESl0VSSrcsibuXGG6I
380,דמות,רבי משולם מבדרש,1160–1238/1250,פרובאנס,ראשונים,הלכה ומחשבה,בעל ההשלמה,"מגדולי חכמי פרובאנס, מחבר ספר ההשלמה ומנהיג אינטלקטואלי שהגן על הרמב״ם.",נאמנות למסורת לצד אומץ אינטלקטואלי.,"הרמב״ן, הרי״ף",https://open.spotify.com/episode/5LmJs1gNXoe2H539PdAfrl
381,דמות,רבי יהודה בן ברכיה,המאות ה־12–13,פרובאנס,ראשונים,הלכה ותלמוד,שיטת ריב״ב,"מחכמי פרובאנס שחיבר בין מסורת הגאונים, הרי״ף, הרמב״ם ובעלי התוספות.",יצירת גשר בין מסורות הלכתיות שונות.,"בעל המאור, הרמב״ן",https://open.spotify.com/episode/647NStP3Z8X3LRqObcCXUZ
382,דמות,רבינו מנוח מנרבונה,סוף המאה ה־13 וראשית ה־14,פרובאנס,ראשונים,הלכה ופרשנות,ספר המנוחה,מפרש מרכזי של משנה תורה לרמב״ם ומגשר בין שיטות הלימוד של פרובאנס וספרד.,בירור שיטתי המביא בהירות ומנוחה ללימוד.,"הרמב״ם, רבי יוסף קארו",https://open.spotify.com/episode/5ZEbOOmd6ZsVbEz1crhtgC
383,דמות,רבי ראובן בן חיים מנרבון,נפטר לפני 1276,פרובאנס,ראשונים,הלכה ופילוסופיה,ספר התמיד,"מחכמי נרבון ורבו של המאירי, ששילב הלכה, ליטורגיה והגות רציונלית.",התפילה כעבודה הלכתית ורעיונית גם יחד.,"המאירי, הראב״ד",https://open.spotify.com/episode/6Rb28PgOQeeq58bX2clspL
384,דמות,רבי נתן בן רבי מאיר מטרינקטיי,סוף המאה ה־12 וראשית ה־13,פרובאנס,ראשונים,הלכה ותלמוד,שער התפיסה,"מגדולי חכמי פרובאנס ומרבותיו של הרמב״ן, מגשר בין מסורות אשכנז, ספרד ופרובאנס.",שילוב מסורות ליצירת דרך למדנית חדשה.,"הרמב״ן, הריצב״א",https://open.spotify.com/episode/46wLVmOtDctapvhIXVcT8T
385,דמות,רבנו פרחיה בן ניסים,המאה ה־13,מצרים,ראשונים,הלכה ותלמוד,פירושים על הרי״ף,"מחכמי מצרים וממשיכי האסכולה המיימונית, ממגיני מורשת הרמב״ם.",שמירת המסורת המיימונית מתוך אחריות ציבורית.,רבי אברהם בן הרמב״ם,https://open.spotify.com/episode/3AjzdU1SkSoQHf4tQAoeJr
386,דמות,הרב חננאל בן שמואל,1174–1250 בקירוב,מצרים,ראשונים,"הלכה, הנהגה וחסידות",פירוש על הרי״ף,ראש הדיינים בפוסטאט וממנהיגי יהדות מצרים לאחר הרמב״ם.,"שילוב הלכה, הנהגה ציבורית ועבודת ה׳ פנימית.","רבי אברהם בן הרמב״ם, דוד הנגיד",https://open.spotify.com/episode/1iaphVyYGkqHZhmhCfl9jE
387,דמות,הרד״ק,1160–1235,פרובאנס,ראשונים,מקרא ודקדוק,"ספר השורשים, ספר המכלול","מגדולי פרשני המקרא והמדקדקים, ממעצבי דרך הפשט בלימוד התנ״ך.",הבנת לשון הקודש כמפתח להבנת התורה.,"רבי יוסף קמחי, הרמב״ם",https://open.spotify.com/episode/7t7Mwzw5zr9XQ4uPrDcKcz
388,דמות,הרלב״ג,1288–1344,פרובאנס,ראשונים,"פילוסופיה, מדע ומקרא","רבי לוי בן גרשון, מלחמות ה׳","פילוסוף, פרשן, מתמטיקאי ואסטרונום מן ההוגים המקוריים ביהדות ימי הביניים.",השכל האנושי הוא כלי מרכזי להשגת האמת.,"הרמב״ם, שפינוזה",https://open.spotify.com/episode/0m3vCYb6YqsaSJvD0cZfXy
389,דמות,דבורה הנביאה,תקופת השופטים,ארץ ישראל,תנ״ך,"נבואה, שיפוט והנהגה","שירת דבורה, ברק בן אבינועם",נביאה ושופטת שהובילה את ישראל לניצחון על סיסרא ואיחדה את השבטים.,"מנהיגות מתוך שליחות, אחריות ואמונה.","ברק, יעל",https://open.spotify.com/episode/1tw5HjBDOm7m0U5rHWSIqm
390,דמות,רבנו שמואל הסרדי,1190–1256,ספרד,ראשונים,הלכה ודיני ממונות,ספר התרומות,"מגדולי חכמי ספרד ומחבר ספר התרומות, מאבני היסוד של המשפט העברי.",הפיכת ההלכה למערכת משפט מעשית ושיטתית.,הרמב״ן,https://open.spotify.com/episode/5Cdc9RvxyriLFWPFMRfciK
391,דמות,רב מימון הדיין,1110–1165/1170,"ספרד, מרוקו ומצרים",ראשונים,"הלכה, הנהגה ומחשבה",איגרת הנחמה,"אביו של הרמב״ם, דיין ומנהיג קהילה שעיצב את דרכו הרוחנית והאינטלקטואלית.","שילוב תורה, מדע ורגישות אנושית.","הרמב״ם, הר״י מיגאש",https://open.spotify.com/episode/0N9JxxpJynDDTur8c5c0fd
392,דמות,הרמ״ה,1170–1244,ספרד,ראשונים,"תלמוד, מסורה והלכה","רבי מאיר הלוי אבולעפיה, יד רמה","מגדולי חכמי ספרד, פוסק, ראש ישיבה ובעל מסורת סייג לתורה.",דיוק במסורת לצד הנהגה הלכתית עצמאית.,"הרמב״ם, הרמב״ן",https://open.spotify.com/episode/3DlGOty8LZ8KGhLiLcyqjs
393,דמות,רבי מאיר בן שמעון המעילי,המאה ה־13,פרובאנס,ראשונים,הלכה ומחשבה,"ספר המאורות, מלחמת מצווה",פוסק והוגה שפעל בנרבונה והגן על עקרון אחדות ה׳ ועל מורשת הרמב״ם.,נאמנות למסורת לצד מאבק רעיוני ואמוני.,הרמב״ם,https://open.spotify.com/episode/2LqX1m0yUTIjrytoK1ZOD1
394,דמות,הרא״ה (רבי אהרן הלוי),1231–1303,ספרד,ראשונים,הלכה ותלמוד,בדק הבית,"מתלמידי הרמב״ן ומגדולי חכמי קטלוניה, מבקרו ההלכתי המרכזי של הרשב״א.",נאמנות למסורת יחד עם ביקורת הלכתית עצמאית.,"הרמב״ן, הריטב״א",https://open.spotify.com/episode/1VCc2NTp4Fx2MnomLuC2YQ
395,דמות,הרשב״א,1235–1310,ספרד,ראשונים,"הלכה, הנהגה ותלמוד","תורת הבית, שו״ת הרשב״א","מגדולי פוסקי ישראל וממנהיגי יהדות ספרד, מאבני היסוד של הפסיקה לדורות.","איזון בין מסורת, הנהגה ציבורית ועומק למדני.","הרמב״ן, רבנו יונה",https://open.spotify.com/episode/3fFSccuIPUhBryOySLd1mz
396,דמות,הרמב״ן,1194–1270,ספרד וארץ ישראל,ראשונים,"הלכה, מקרא וקבלה",רבי משה בן נחמן,"מגדולי חכמי ישראל, פרשן, פוסק ומנהיג שעלה לירושלים וחידש בה את היישוב היהודי.",חיבור בין נגלה לנסתר ובין תורה לחיי האומה.,"הרמב״ם, הרשב״א",https://open.spotify.com/episode/7tV3u16Il2EgLXbVNFs42V
397,דמות,רבי יחיאל בן יקותיאל ענו,המאה ה־13,איטליה,ראשונים,"מוסר, הלכה ועריכת טקסטים","מעלות המידות, תניא רבתי",חכם ורופא איטלקי שהציל את נוסח הירושלמי השלם וכתב מספרי המוסר החשובים בימי הביניים.,תיקון המידות כחלק מתיקון האדם כולו.,יהדות רומא,https://open.spotify.com/episode/1tRAsJRFk47EvwWKBYsRZc
398,דמות,רבי צדקיה בן אברהם העניו,המאה ה־13,איטליה,ראשונים,הלכה ורפואה,שיבולי הלקט,"מגדולי חכמי איטליה, מחבר שיבולי הלקט ומגשר בין מסורות אשכנז ואיטליה.",סידור ושימור המסורת ההלכתית מתוך ענווה ואחריות.,"בעלי התוספות, בעל הטורים",https://open.spotify.com/episode/0zmmVvmiG4Wzj6H3D3wwK7
399,דמות,הריבב״ן (רבי יהודה בן בנימין העניו),המאה ה־13,איטליה,ראשונים,הלכה ופרשנות,פירוש על הרי״ף,מגדולי חכמי רומא וממעצבי המסורת ההלכתית האיטלקית.,המסורת חיה בתוך הקהילה והמנהג.,"משפחת הענוים, שיבולי הלקט",https://open.spotify.com/episode/1ANs8CZ7mIUXhJFOSBrC3u
400,דמות,הרי״ד הזקן (רבי ישעיה די טראני),1180–1250 בקירוב,איטליה,ראשונים,תלמוד והלכה,"ספר המכריע, פסקי רי״ד","מגדולי חכמי איטליה, בעל שיטה עצמאית בלימוד התלמוד ובהכרעת הלכה.",עצמאות מחשבתית מתוך נאמנות למסורת.,"בעלי התוספות, המהר״ם מרוטנבורג",https://open.spotify.com/episode/1RhrrkBapQNDsL3Nc92rS3
401,דמות,רבי אביגדור כ״ץ,המאה ה־13,"איטליה, גרמניה ואוסטריה",ראשונים,הלכה והנהגה,חידושי תוספות,"ממנהיגי יהדות אוסטריה ומחבר בין מסורות איטליה, אשכנז וצרפת.",בניית רצף מסורת באמצעות תלמידים וקהילות.,המהר״ם מרוטנבורג,https://open.spotify.com/episode/0Gbt6DvaXHHA3NQUKn6gAe
402,דמות,רבי שמחה משפיירא,סוף המאה ה־12 וראשית ה־13,אשכנז,ראשונים,הלכה והנהגה קהילתית,סדר עולם,מגדולי חכמי אשכנז וממעצבי תקנות שו״ם לאחר מסעי הצלב.,ההלכה ככלי לבניין קהילה וחברה.,"אור זרוע, תקנות שו״ם",https://open.spotify.com/episode/6k54FCiujHgHTF3lHSwe0U
403,דמות,הריא״ז (רבי ישעיה בן אליהו דטראני),המאה ה־13,איטליה,ראשונים,"הלכה, מקרא ומחשבה",פסקי הריא״ז,"נכדו של הרי״ד הזקן, פוסק עצמאי שהתנגד לתלות האמונה בפילוסופיה והדגיש את כוח המסורת.",נאמנות למסורת לצד עצמאות מחשבתית.,"הרי״ד הזקן, אבן עזרא",https://open.spotify.com/episode/5mtDbjislFZkbFTuxrfRWN
404,דמות,רבי אשתורי הפרחי,המאה ה־14,ארץ ישראל,ראשונים,הלכה וידיעת הארץ,כפתור ופרח,חוקר ארץ ישראל ומחבר ספר היסוד על המצוות התלויות בארץ וגבולותיה.,חיבור בין התורה לבין המציאות הגאוגרפית של הארץ.,הרמב״ם,https://open.spotify.com/episode/1aefmtAuxfRcdhiH7R2urg
405,דמות,רבי יצחק מקורביל (הסמ״ק),נפטר 1280,צרפת,ראשונים,הלכה ומוסר,ספר מצוות קטן,"מחבר הסמ״ק, שהנגיש את ההלכה לציבור הרחב במבנה חינוכי ומעשי.",ההלכה כדרך לעיצוב האישיות והחיים.,רבי יחיאל מפריז,https://open.spotify.com/episode/6UrTGXdvwzHksRdb2MK3Nd
406,דמות,רבנו פרץ מקורביל,המאה ה־13,צרפת,ראשונים,תלמוד והלכה,"הגהות סמ״ק, תוספות",מראשי בעלי התוספות המאוחרים ועורך מרכזי של מסורות הלימוד וההלכה בצרפת.,שימור וארגון המסורת התורנית בעת משבר.,"המהר״ם מרוטנבורג, הסמ״ק",https://open.spotify.com/episode/5Iri3H2JcF1NuSrVD3Pnpu
407,דמות,רבי מאיר הכהן מרוטנבורג,סוף המאה ה־13,אשכנז,ראשונים,הלכה,הגהות מיימוניות,"תלמיד המהר״ם מרוטנבורג ומחבר הגהות מיימוניות, מגשר בין הרמב״ם למסורת אשכנז.",שימור המנהג והמסורת בתוך הקודקס ההלכתי.,"המהר״ם מרוטנבורג, הרמב״ם",https://open.spotify.com/episode/26lw9FnAGUvrdpyiczTl58
408,דמות,רבי אליעזר מטוך,המאה ה־13,צרפת,ראשונים,תלמוד ותוספות,תוספות טוך,עורך נוסח התוספות שהתקבל בדפוסי הש״ס והפך ליסוד לימוד הגמרא לדורות.,בהירות וסדר כמפתח להעברת המסורת.,"ר״י הזקן, בעלי התוספות",https://open.spotify.com/episode/04Hkb5vYxReuIGq0cTG2fh
409,דמות,רבי מנחם בן זרח,1310–1385 בקירוב,ספרד,ראשונים,"הלכה, מחשבה והיסטוריה",צדה לדרך,פוסק והוגה שכתב מדריך הלכתי מעשי עבור יהודים עסוקים החיים בתוך חברה כללית.,הבנת המצווה מחזקת את המעשה אך אינה מחליפה אותו.,"הרא״ש, הרשב״א",https://open.spotify.com/episode/1EzJwt2utRl4bZDfogQTk3
410,דמות,רבי יהודה בן הרא״ש,1290–1349,גרמניה וספרד,ראשונים,הלכה והנהגה ציבורית,זכרון יהודה,"בנו של הרא״ש וראש הרבנים בטולדו, ממנהיגי יהדות ספרד ומגשר בין אשכנז לספרד.","שילוב בין סמכות ציבורית, עיון ופסיקה.","הרא״ש, בעל הטורים",https://open.spotify.com/episode/2m1fncs0HVkTUF3QjJSqrD
411,דמות,רבי משה מאיוורא,המאה ה־13,צרפת,ראשונים,תלמוד ותוספות,תוספות איוורא,מראשי אסכולת איוורא שפיתח שיטת לימוד עצמאית והדגיש את מרכזיות הספר והלומד.,האחריות להבנת התורה מוטלת גם על הלומד עצמו.,"רבי יונה גירונדי, בעלי התוספות",https://open.spotify.com/episode/09Ok3NEhEHqYG6U2fRRb2J
412,דמות,האדמו״ר מקאליב (רבי מנחם מנדל טאוב),1923–2019,הונגריה וישראל,העת החדשה,"חסידות, זיכרון השואה והלכה","קול מנחם, שמע ישראל",ניצול שואה ומנהיג חסידי שהקדיש את חייו להנצחת הנספים ולהפצת תורה ואמונה.,הפיכת הזיכרון והכאב לכוח של בניין רוחני.,חסידות קאליב,https://open.spotify.com/episode/2RfVxXD6TIynHVoCEcKPJn
413,דמות,רבי יצחק מדורא,1220–1300 בקירוב,גרמניה,ראשונים,הלכה וכשרות,שערי דורא,מחבר אחד מספרי היסוד בהלכות איסור והיתר שעיצב את הפסיקה האשכנזית לדורות.,בהירות הלכתית המכוונת לחיי המעשה.,"המהר״ם מרוטנבורג, הרא״ש",https://open.spotify.com/episode/2JtdoVxOBakR7TWV6cxppI
414,דמות,רבי נחמן קרוכמל (רנ״ק),1785–1840,גליציה,העת החדשה,פילוסופיה והיסטוריה יהודית,מורה נבוכי הזמן,מחלוצי חכמת ישראל שפיתח תפיסה היסטוריוסופית של נצח ישראל והתחדשותו.,ההיסטוריה היהודית מעידה על ייעוד רוחני מתמשך.,חכמת ישראל,https://open.spotify.com/episode/0ex690joNUDbh2ClkDxF8w
415,דמות,רבי שם טוב אבן גאון,1283–1330 בקירוב,ספרד וארץ ישראל,ראשונים,"הלכה, קבלה ומסורה","מגדל עוז, כתר שם טוב","פוסק, מקובל וחוקר מסורה שחיבר בין שיטת הרמב״ם, הקבלה ואמנות כתיבת הקודש.",ההלכה והקבלה הן פנים שונות של אותה אמת.,"הרמב״ם, הרמב״ן",https://open.spotify.com/episode/4WLBwaZKgmiVJPIACa5dJR
416,דמות,הרב קלמן שם טוב גפן,1856–1927,ירושלים,העת החדשה,"קבלה, פילוסופיה ומדע",תורת הממדים,"הוגה שניסה ליצור סינתזה בין קבלה, מדע מודרני ופילוסופיה.",המדע והתורה מתארים רבדים שונים של אותה מציאות.,"הראי״ה קוק, הרצי״ה קוק",https://open.spotify.com/episode/12f9H8UgJMaWzeIBegbaMu
417,דמות,רבי שמשון בן צדוק,המאה ה־13,גרמניה,ראשונים,הלכה ומנהג,תשב״ץ קטן,תלמידו המובהק של המהר״ם מרוטנבורג שתיעד את הנהגות רבו גם מתוך מאסרו.,התורה נלמדת גם מתוך החיים עצמם ולא רק מתוך ספרים.,המהר״ם מרוטנבורג,https://open.spotify.com/episode/5icFLQJoUIWSCfgYau1reF
418,דמות,רבי אהרן הכהן מלוניל,1250–1327,פרובאנס ומיורקה,ראשונים,"הלכה, מוסר וקבלה",ארחות חיים,"מחבר אחד מספרי ההלכה החשובים ששילב פסיקה, מוסר ומסורת קבלית.","התורה היא דרך חיים המחברת גוף, נפש ונשמה.","המאירי, הרשב״א",https://open.spotify.com/episode/1hCgDwZ2J6pMMMANMx4cc1
419,דמות,רבי אלכסנדרי זוסלין הכהן,נפטר 1349,גרמניה,ראשונים,הלכה ותלמוד,ספר האגודה,מגדולי חכמי אשכנז ומחבר סיכום שיטתי של התלמוד שהשפיע על פסיקת הרמ״א.,בהירות וסדר כמפתח לשימור המסורת.,הרמ״א,https://open.spotify.com/episode/03IxTZw4qg4XD0zBCuyEOT
420,דמות,רס״ן רועי קליין,1975–2006,ישראל,העת החדשה,מנהיגות וציונות דתית,מלחמת לבנון השנייה,קצין צה״ל שעוטר בעיטור העוז לאחר שנפל תוך הצלת חייליו בקרב בבינת ג'בייל.,"גבורה צומחת מחיים של אחריות, אמונה ומסירות.","צה״ל, הציונות הדתית",https://open.spotify.com/episode/6oOKCpQo5tEf5hcdghAQIC
421,דמות,רבי שלמה הכהן מווילנה,1828–1905,ליטא,העת החדשה,"תלמוד, הגהה וציונות","חשק שלמה, ש״ס וילנה","מגדולי רבני וילנה, עורך ומהדיר מרכזי של ש״ס וילנה ותומך נלהב בחיבת ציון.",נאמנות למסורת לצד זיהוי תהליכי גאולה בהיסטוריה.,"הגר״א, חיבת ציון",https://open.spotify.com/episode/5yWz2GFXuVSZR9a7kMjeyT
422,דמות,רבי ישראל יהושע טרונק מקוטנא,1820–1893,פולין,העת החדשה,הלכה והנהגה ציבורית,ישועות מלכו,מגדולי פוסקי פולין ותומך מרכזי ביישוב הארץ ובהיתר המכירה בראשית ההתיישבות.,האחריות הלאומית היא חלק מעולם ההלכה.,"חיבת ציון, היתר המכירה",https://open.spotify.com/episode/5CjFGW61SRKSx3ScmazcV1
423,דמות,רבי ברוך שפירא,המאה ה־20,ישראל,העת החדשה,"קבלה, מוסר ומחשבה","קבלה נבואית, חכמת הצירוף","מקובל ומחנך שפיתח דרך רוחנית המשלבת קבלה, מוסר נובהרדוקאי ועיון בשבע החכמות.",זיכוך האדם הוא שער להשגה רוחנית.,"נובהרדוק, הסטייפלר",https://open.spotify.com/episode/6T3X5jyANKwDXe6qS8gM4I
424,דמות,רבי וידאל די טולוזא,המאה ה־14,צרפת וספרד,ראשונים,הלכה ופרשנות,מגיד משנה,"מפרשו המרכזי של הרמב״ם, שחשף את מקורותיו ושיטתו של משנה תורה.",הבנת העומק שמאחורי פסיקת ההלכה.,"הרמב״ם, הראב״ד",https://open.spotify.com/episode/3bAJkTvZUqAhdXCQty6A3B
